Attrition,Business Travel,Department,Education Field,emp no,Gender,Job Role,Marital Status,Over Time,Training Times Last Year,Age,Age Group,Current Employee,Daily Rate,Distance From Home,Distance Status,Education,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Job Satisfaction Status,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Performance Status,Relationship Satisfaction,Stock Option Level,Total Working Years,Experience Status,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
No,Travel_Rarely,Sales,Life Sciences,STAFF-547,Male,Sales Representative,Single,No,6,29,26-35,1,1396,10,Near-by,Bachelor's Degree,3,99,3,1,3,Unsatisfied,2642,2755,1,11,3,High,3,0,1,0-10,3,1,0,0,0
Yes,Travel_Frequently,R&D,Medical,STAFF-548,Male,Research Scientist,Divorced,Yes,2,42,36-45,0,933,19,Very-far,Bachelor's Degree,3,57,4,1,3,Unsatisfied,2759,20366,6,12,3,High,4,0,7,0-10,3,2,2,2,2
No,Travel_Frequently,Sales,Life Sciences,STAFF-549,Male,Sales Executive,Married,No,5,43,36-45,1,775,15,Far,Bachelor's Degree,4,47,2,2,4,utterly unsatisfied,6804,23683,3,18,3,High,3,1,7,0-10,3,2,2,2,2
No,Travel_Rarely,R&D,Medical,STAFF-550,Female,Healthcare Representative,Single,No,2,34,26-35,1,970,8,Near-by,Associates Degree,2,96,3,2,3,Unsatisfied,6142,7360,3,11,3,High,4,0,10,0-10,3,5,1,4,3
No,Travel_Rarely,R&D,Medical,STAFF-551,Male,Laboratory Technician,Married,No,2,23,18-25,1,650,19,Very-far,High School,2,37,3,1,1,Very Satisfied,2500,4344,1,14,3,High,4,1,5,0-10,4,4,3,0,2
No,Travel_Rarely,HR,Human Resources,STAFF-552,Female,Human Resources,Married,No,3,39,36-45,1,141,33,Very-far,Bachelor's Degree,3,44,4,2,2,Satisfied,6389,18767,9,15,3,High,3,1,12,11.- 20,1,8,3,3,6
No,Travel_Rarely,R&D,Medical,STAFF-553,Male,Healthcare Representative,Married,No,1,56,55 Plus,1,832,19,Very-far,Bachelor's Degree,3,81,3,4,4,utterly unsatisfied,11103,20420,7,11,3,High,3,0,30,21-30,2,10,7,1,1
No,Travel_Rarely,R&D,Medical,STAFF-554,Female,Research Scientist,Single,Yes,2,40,36-45,1,804,24,Very-far,High School,4,86,2,1,4,utterly unsatisfied,2342,22929,0,20,4,Low,4,0,5,0-10,2,4,2,2,3
No,Travel_Rarely,R&D,Medical,STAFF-555,Female,Healthcare Representative,Single,No,2,27,26-35,1,975,19,Very-far,Bachelor's Degree,4,55,2,2,1,Very Satisfied,6811,23398,8,19,3,High,1,0,9,0-10,1,7,6,0,7
No,Travel_Rarely,Sales,Marketing,STAFF-556,Male,Sales Representative,Divorced,No,2,29,26-35,1,1090,10,Near-by,Bachelor's Degree,4,83,3,1,2,Satisfied,2297,17967,1,14,3,High,4,2,2,0-10,3,2,2,2,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-557,Male,Laboratory Technician,Single,No,4,53,46-55,1,346,28,Very-far,Bachelor's Degree,4,86,3,2,4,utterly unsatisfied,2450,10919,2,17,3,High,4,0,19,11.- 20,3,2,2,2,2
No,Non-Travel,R&D,Life Sciences,STAFF-558,Female,Healthcare Representative,Divorced,No,2,35,26-35,1,1225,24,Very-far,Master's Degree,4,61,3,2,1,Very Satisfied,5093,4761,2,11,3,High,1,1,16,11.- 20,4,1,0,0,0
No,Travel_Frequently,R&D,Life Sciences,STAFF-559,Male,Laboratory Technician,Married,No,2,32,26-35,1,430,24,Very-far,Master's Degree,1,80,3,2,4,utterly unsatisfied,5309,21146,1,15,3,High,4,2,10,0-10,3,10,8,4,7
No,Travel_Rarely,R&D,Medical,STAFF-560,Male,Research Scientist,Married,Yes,0,38,36-45,1,268,24,Very-far,Doctoral Degree,4,92,3,1,3,Unsatisfied,3057,20471,6,13,3,High,2,1,6,0-10,1,1,0,0,1
No,Travel_Rarely,R&D,Life Sciences,STAFF-561,Female,Manufacturing Director,Divorced,No,3,34,26-35,1,167,8,Near-by,Doctoral Degree,2,32,3,2,1,Very Satisfied,5121,4187,3,14,3,High,3,1,7,0-10,3,0,0,0,0
No,Travel_Rarely,Sales,Marketing,STAFF-562,Male,Manager,Married,No,3,52,46-55,1,621,33,Very-far,Master's Degree,3,31,2,4,1,Very Satisfied,16856,10084,1,11,3,High,1,0,34,30 Plus,4,34,6,1,16
Yes,Travel_Rarely,R&D,Other,STAFF-563,Male,Research Scientist,Single,Yes,2,33,26-35,0,527,17,Very-far,Master's Degree,4,63,3,1,4,utterly unsatisfied,2686,5207,1,13,3,High,3,0,10,0-10,2,10,9,7,8
No,Travel_Rarely,Sales,Medical,STAFF-564,Female,Sales Executive,Single,No,5,25,18-25,1,883,26,Very-far,High School,3,32,3,2,4,utterly unsatisfied,6180,22807,1,23,4,Low,2,0,6,0-10,2,6,5,1,4
No,Travel_Rarely,Sales,Technical Degree,STAFF-565,Male,Sales Representative,Single,No,3,45,36-45,1,954,24,Very-far,Associates Degree,2,46,1,2,3,Unsatisfied,6632,12388,0,13,3,High,1,0,9,0-10,3,8,7,3,1
No,Travel_Rarely,R&D,Medical,STAFF-566,Male,Research Scientist,Single,No,3,23,18-25,1,310,10,Near-by,High School,1,79,4,1,3,Unsatisfied,3505,19630,1,18,3,High,4,0,2,0-10,3,2,2,0,2
Yes,Travel_Frequently,Sales,Life Sciences,STAFF-567,Female,Sales Executive,Single,Yes,2,47,46-55,0,719,27,Very-far,Associates Degree,2,77,4,2,3,Unsatisfied,6397,10339,4,12,3,High,4,0,8,0-10,3,5,4,1,3
No,Travel_Rarely,Sales,Other,STAFF-568,Male,Sales Executive,Single,No,5,34,26-35,1,304,24,Very-far,Bachelor's Degree,4,60,3,2,4,utterly unsatisfied,6274,18686,1,22,4,Low,3,0,6,0-10,3,6,5,1,4
Yes,Travel_Rarely,R&D,Medical,STAFF-569,Male,Manager,Married,Yes,2,55,46-55,0,725,24,Very-far,Bachelor's Degree,4,78,3,5,1,Very Satisfied,19859,21199,5,13,3,High,4,1,24,21-30,3,5,2,1,4
No,Non-Travel,Sales,Life Sciences,STAFF-570,Male,Sales Executive,Single,No,1,36,36-45,1,1434,8,Near-by,Master's Degree,1,76,2,3,1,Very Satisfied,7587,14229,1,15,3,High,2,0,10,0-10,3,10,7,0,9
No,Non-Travel,R&D,Medical,STAFF-571,Male,Research Scientist,Married,No,3,52,46-55,1,715,19,Very-far,Master's Degree,4,41,3,1,4,utterly unsatisfied,4258,26589,0,18,3,High,1,1,5,0-10,3,4,3,1,2
No,Travel_Frequently,R&D,Life Sciences,STAFF-572,Female,Laboratory Technician,Divorced,No,2,26,26-35,1,575,17,Very-far,Associates Degree,1,71,1,1,4,utterly unsatisfied,4364,5288,3,14,3,High,1,1,5,0-10,3,2,2,2,0
No,Travel_Rarely,R&D,Medical,STAFF-573,Female,Healthcare Representative,Married,No,3,29,26-35,1,657,27,Very-far,Bachelor's Degree,2,66,3,2,3,Unsatisfied,4335,25549,4,12,3,High,1,1,11,11.- 20,2,8,7,1,1
Yes,Travel_Rarely,Sales,Technical Degree,STAFF-574,Male,Sales Executive,Single,No,2,26,26-35,0,1146,8,Near-by,Bachelor's Degree,4,38,2,2,1,Very Satisfied,5326,3064,6,17,3,High,3,0,6,0-10,2,4,3,1,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-575,Female,Research Scientist,Single,No,2,34,26-35,1,182,17,Very-far,Master's Degree,2,72,4,1,4,utterly unsatisfied,3280,13551,2,16,3,High,3,0,10,0-10,3,4,2,1,3
No,Travel_Rarely,R&D,Medical,STAFF-576,Female,Manufacturing Director,Divorced,Yes,4,54,46-55,1,376,19,Very-far,Master's Degree,4,95,3,2,1,Very Satisfied,5485,22670,9,11,3,High,2,2,9,0-10,3,5,3,1,4
No,Travel_Frequently,Sales,Marketing,STAFF-577,Male,Sales Executive,Married,No,3,27,26-35,1,829,8,Near-by,High School,3,84,3,2,4,utterly unsatisfied,4342,24008,0,19,3,High,2,1,5,0-10,3,4,2,1,1
No,Travel_Rarely,R&D,Life Sciences,STAFF-578,Female,Research Scientist,Divorced,Yes,3,37,36-45,1,571,10,Near-by,High School,4,82,3,1,1,Very Satisfied,2782,19905,0,13,3,High,2,2,6,0-10,2,5,3,4,3
No,Travel_Frequently,R&D,Life Sciences,STAFF-579,Female,Manufacturing Director,Single,Yes,2,38,36-45,1,240,24,Very-far,Master's Degree,1,75,4,2,1,Very Satisfied,5980,26085,6,12,3,High,4,0,17,11.- 20,3,15,7,4,12
No,Travel_Rarely,R&D,Medical,STAFF-580,Female,Research Scientist,Single,No,3,34,26-35,1,121,24,Very-far,Master's Degree,3,86,2,1,1,Very Satisfied,4381,7530,1,11,3,High,3,0,6,0-10,3,6,5,1,3
No,Travel_Rarely,Sales,Life Sciences,STAFF-581,Female,Sales Representative,Married,No,1,35,26-35,1,384,8,Near-by,Master's Degree,1,72,3,1,4,utterly unsatisfied,2572,20317,1,16,3,High,2,1,3,0-10,2,3,2,0,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-582,Male,Laboratory Technician,Married,No,2,30,26-35,1,921,17,Very-far,Bachelor's Degree,4,38,1,1,3,Unsatisfied,3833,24375,3,21,4,Low,3,2,7,0-10,3,2,2,0,2
No,Travel_Frequently,R&D,Medical,STAFF-583,Female,Healthcare Representative,Married,No,2,40,36-45,1,791,24,Very-far,Associates Degree,3,38,4,2,2,Satisfied,4244,9931,1,24,4,Low,4,1,8,0-10,3,8,7,3,7
No,Travel_Rarely,Sales,Life Sciences,STAFF-584,Female,Sales Executive,Married,No,1,34,26-35,1,1111,8,Near-by,Associates Degree,3,93,3,2,1,Very Satisfied,6500,13305,5,17,3,High,2,1,6,0-10,3,3,2,1,2
No,Travel_Frequently,R&D,Life Sciences,STAFF-585,Male,Manager,Divorced,No,4,42,36-45,1,570,8,Near-by,Bachelor's Degree,2,66,3,5,4,utterly unsatisfied,18430,16225,1,13,3,High,2,1,24,21-30,2,24,7,14,9
Yes,Travel_Rarely,R&D,Life Sciences,STAFF-586,Male,Laboratory Technician,Married,Yes,2,23,18-25,0,1243,28,Very-far,Bachelor's Degree,3,63,4,1,1,Very Satisfied,1601,3445,1,21,4,Low,3,2,1,0-10,3,0,0,0,0
No,Non-Travel,R&D,Life Sciences,STAFF-587,Male,Laboratory Technician,Divorced,No,4,24,18-25,1,1092,19,Very-far,Bachelor's Degree,3,60,2,1,2,Satisfied,2694,26551,1,11,3,High,3,3,1,0-10,3,1,0,0,0
No,Travel_Rarely,R&D,Life Sciences,STAFF-588,Female,Laboratory Technician,Married,No,3,52,46-55,1,1325,21,Very-far,Master's Degree,4,82,3,2,3,Unsatisfied,3149,21821,8,20,4,Low,2,1,9,0-10,3,5,2,1,4
No,Travel_Rarely,R&D,Medical,STAFF-589,Male,Research Director,Married,No,3,50,46-55,1,691,24,Very-far,Bachelor's Degree,3,64,3,4,3,Unsatisfied,17639,6881,5,16,3,High,4,0,30,21-30,3,4,3,0,3
Yes,Travel_Rarely,R&D,Life Sciences,STAFF-590,Female,Laboratory Technician,Married,Yes,1,29,26-35,0,805,17,Very-far,Associates Degree,2,36,2,1,1,Very Satisfied,2319,6689,1,11,3,High,4,1,1,0-10,3,1,0,0,0
No,Travel_Rarely,R&D,Medical,STAFF-591,Male,Research Director,Married,No,3,33,26-35,1,213,19,Very-far,Bachelor's Degree,3,49,3,3,3,Unsatisfied,11691,25995,0,11,3,High,4,0,14,11.- 20,4,13,9,3,7
Yes,Travel_Rarely,Sales,Marketing,STAFF-592,Female,Sales Executive,Single,No,3,33,26-35,0,118,16,Very-far,Bachelor's Degree,1,69,3,2,1,Very Satisfied,5324,26507,5,15,3,High,3,0,6,0-10,3,3,2,0,2
No,Travel_Rarely,R&D,Other,STAFF-593,Female,Manager,Married,Yes,3,47,46-55,1,202,24,Very-far,Associates Degree,3,33,3,4,4,utterly unsatisfied,16752,12982,1,11,3,High,3,1,26,21-30,2,26,14,3,0
No,Travel_Rarely,R&D,Other,STAFF-594,Female,Manufacturing Director,Married,No,2,36,36-45,1,676,17,Very-far,Bachelor's Degree,3,35,3,2,2,Satisfied,5228,23361,0,15,3,High,1,1,10,0-10,3,9,7,0,5
No,Travel_Rarely,R&D,Life Sciences,STAFF-595,Male,Research Scientist,Married,No,3,29,26-35,1,1252,23,Very-far,Associates Degree,3,81,4,1,3,Unsatisfied,2700,23779,1,24,4,Low,3,1,10,0-10,3,10,7,0,7
Yes,Travel_Rarely,R&D,Life Sciences,STAFF-596,Male,Research Director,Single,Yes,2,58,55 Plus,0,286,24,Very-far,Master's Degree,4,31,3,5,2,Satisfied,19246,25761,7,12,3,High,4,0,40,30 Plus,3,31,15,13,8
No,Travel_Rarely,R&D,Life Sciences,STAFF-597,Female,Research Scientist,Single,No,0,35,26-35,1,1258,17,Very-far,Master's Degree,4,40,4,1,3,Unsatisfied,2506,13301,3,13,3,High,3,0,7,0-10,3,2,2,2,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-598,Female,Manufacturing Director,Married,Yes,4,42,36-45,1,932,17,Very-far,Associates Degree,4,43,2,2,4,utterly unsatisfied,6062,4051,9,13,3,High,4,1,8,0-10,3,4,3,0,2
Yes,Travel_Rarely,R&D,Medical,STAFF-599,Male,Research Scientist,Single,No,3,28,26-35,0,890,24,Very-far,Master's Degree,3,46,3,1,3,Unsatisfied,4382,16374,6,17,3,High,4,0,5,0-10,2,2,2,2,1
No,Travel_Rarely,HR,Human Resources,STAFF-600,Male,Human Resources,Married,No,2,36,36-45,1,1041,13,Far,Bachelor's Degree,3,36,3,1,2,Satisfied,2143,25527,4,13,3,High,2,1,8,0-10,3,5,2,0,4
No,Travel_Rarely,R&D,Life Sciences,STAFF-601,Female,Manufacturing Director,Married,No,3,32,26-35,1,859,4,Near-by,Bachelor's Degree,3,98,2,2,3,Unsatisfied,6162,19124,1,12,3,High,3,1,14,11.- 20,3,14,13,6,8
No,Travel_Frequently,R&D,Medical,STAFF-602,Male,Laboratory Technician,Single,No,6,40,36-45,1,720,16,Very-far,Master's Degree,1,51,2,2,3,Unsatisfied,5094,11983,6,14,3,High,4,0,10,0-10,3,1,0,0,0
No,Travel_Rarely,R&D,Medical,STAFF-603,Female,Manufacturing Director,Single,Yes,4,30,26-35,1,946,24,Very-far,Bachelor's Degree,3,52,2,2,4,utterly unsatisfied,6877,20234,5,24,4,Low,2,0,12,11.- 20,2,0,0,0,0
No,Travel_Rarely,R&D,Life Sciences,STAFF-604,Female,Research Scientist,Single,No,3,45,36-45,1,252,24,Very-far,Bachelor's Degree,2,95,2,1,3,Unsatisfied,2274,6153,1,14,3,High,4,0,1,0-10,3,1,0,0,0
No,Travel_Rarely,R&D,Life Sciences,STAFF-605,Male,Manufacturing Director,Married,No,3,42,36-45,1,933,29,Very-far,Bachelor's Degree,2,98,3,2,2,Satisfied,4434,11806,1,13,3,High,4,1,10,0-10,2,9,8,7,8
No,Travel_Frequently,R&D,Life Sciences,STAFF-606,Male,Healthcare Representative,Divorced,No,3,38,36-45,1,471,27,Very-far,Bachelor's Degree,1,45,2,2,1,Very Satisfied,6288,4284,2,15,3,High,3,1,13,11.- 20,2,4,3,1,2
No,Travel_Frequently,R&D,Life Sciences,STAFF-607,Female,Research Scientist,Single,No,3,34,26-35,1,702,16,Very-far,Master's Degree,3,100,2,1,4,utterly unsatisfied,2553,8306,1,16,3,High,3,0,6,0-10,3,5,2,1,3
Yes,Travel_Rarely,Sales,Marketing,STAFF-608,Female,Sales Executive,Married,No,3,49,46-55,0,1184,21,Very-far,Bachelor's Degree,3,43,3,3,4,utterly unsatisfied,7654,5860,1,18,3,High,1,2,9,0-10,4,9,8,7,7
Yes,Travel_Rarely,Sales,Medical,STAFF-609,Male,Sales Executive,Single,No,3,55,46-55,0,436,24,Very-far,High School,3,37,3,2,4,utterly unsatisfied,5160,21519,4,16,3,High,3,0,12,11.- 20,2,9,7,7,3
No,Travel_Rarely,R&D,Life Sciences,STAFF-610,Male,Research Director,Married,No,3,43,36-45,1,589,14,Far,Associates Degree,2,94,3,4,1,Very Satisfied,17159,5200,6,24,4,Low,3,1,22,21-30,3,4,1,1,0
No,Travel_Rarely,R&D,Technical Degree,STAFF-611,Male,Research Director,Divorced,Yes,3,27,26-35,1,269,33,Very-far,High School,3,42,2,3,4,utterly unsatisfied,12808,8842,1,16,3,High,2,1,9,0-10,3,9,8,0,8
No,Travel_Rarely,R&D,Other,STAFF-612,Male,Manufacturing Director,Single,No,3,35,26-35,1,950,19,Very-far,Bachelor's Degree,3,59,3,3,3,Unsatisfied,10221,18869,3,21,4,Low,2,0,17,11.- 20,4,8,5,1,6
No,Travel_Rarely,Sales,Marketing,STAFF-613,Female,Sales Executive,Married,Yes,2,28,26-35,1,760,24,Very-far,Master's Degree,2,81,3,2,2,Satisfied,4779,3698,1,20,4,Low,1,0,8,0-10,3,8,7,7,5
No,Travel_Rarely,HR,Human Resources,STAFF-614,Male,Human Resources,Married,No,1,34,26-35,1,829,33,Very-far,Associates Degree,3,88,3,1,4,utterly unsatisfied,3737,2243,0,19,3,High,3,1,4,0-10,1,3,2,0,2
Yes,Travel_Frequently,R&D,Medical,STAFF-615,Female,Research Scientist,Married,Yes,2,26,26-35,0,887,33,Very-far,Associates Degree,3,88,2,1,3,Unsatisfied,2366,20898,1,14,3,High,1,1,8,0-10,3,8,7,1,7
No,Non-Travel,R&D,Medical,STAFF-616,Male,Research Scientist,Married,No,6,27,26-35,1,443,33,Very-far,Bachelor's Degree,4,50,3,1,4,utterly unsatisfied,1706,16571,1,11,3,High,3,3,0,0-10,2,0,0,0,0
No,Travel_Rarely,Sales,Marketing,STAFF-617,Female,Manager,Married,No,2,51,46-55,1,1318,26,Very-far,Master's Degree,1,66,3,4,3,Unsatisfied,16307,5594,2,14,3,High,3,1,29,21-30,2,20,6,4,17
No,Travel_Rarely,R&D,Medical,STAFF-618,Male,Healthcare Representative,Single,No,2,44,36-45,1,625,4,Near-by,Bachelor's Degree,4,50,3,2,2,Satisfied,5933,5197,9,12,3,High,4,0,10,0-10,2,5,2,2,3
No,Travel_Rarely,R&D,Medical,STAFF-619,Male,Research Scientist,Single,No,3,25,18-25,1,180,24,Very-far,High School,1,65,4,1,1,Very Satisfied,3424,21632,7,13,3,High,3,0,6,0-10,2,4,3,0,1
No,Travel_Rarely,Sales,Medical,STAFF-620,Male,Sales Executive,Divorced,No,5,33,26-35,1,586,17,Very-far,Bachelor's Degree,1,48,4,2,1,Very Satisfied,4037,21816,1,22,4,Low,1,1,9,0-10,3,9,8,0,8
No,Travel_Rarely,R&D,Medical,STAFF-621,Female,Research Scientist,Single,No,3,35,26-35,1,1343,27,Very-far,High School,3,53,2,1,1,Very Satisfied,2559,17852,1,11,3,High,4,0,6,0-10,2,6,5,1,1
No,Travel_Rarely,Sales,Life Sciences,STAFF-622,Male,Sales Executive,Married,Yes,1,36,36-45,1,928,17,Very-far,Associates Degree,2,56,3,2,4,utterly unsatisfied,6201,2823,1,14,3,High,4,1,18,11.- 20,2,18,14,4,11
No,Travel_Rarely,Sales,Life Sciences,STAFF-623,Male,Sales Executive,Divorced,No,3,32,26-35,1,117,13,Far,Master's Degree,2,73,3,2,4,utterly unsatisfied,4403,9250,2,11,3,High,3,1,8,0-10,2,5,2,0,3
No,Travel_Frequently,R&D,Life Sciences,STAFF-624,Male,Research Scientist,Divorced,No,3,30,26-35,1,1012,33,Very-far,Master's Degree,2,75,2,1,4,utterly unsatisfied,3761,2373,9,12,3,High,2,1,10,0-10,2,5,4,0,3
No,Travel_Rarely,Sales,Marketing,STAFF-625,Female,Sales Executive,Married,Yes,3,53,46-55,1,661,19,Very-far,Associates Degree,1,78,2,3,4,utterly unsatisfied,10934,20715,7,18,3,High,4,1,35,30 Plus,3,5,2,0,4
No,Travel_Rarely,Sales,Marketing,STAFF-626,Male,Sales Executive,Divorced,Yes,2,45,36-45,1,930,19,Very-far,Bachelor's Degree,4,74,3,3,1,Very Satisfied,10761,19239,4,12,3,High,3,1,18,11.- 20,3,5,4,0,2
No,Travel_Rarely,R&D,Medical,STAFF-627,Female,Research Scientist,Married,No,3,32,26-35,1,638,8,Near-by,Associates Degree,3,91,4,2,3,Unsatisfied,5175,22162,5,12,3,High,3,1,9,0-10,2,5,3,1,3
No,Travel_Frequently,R&D,Medical,STAFF-628,Female,Manufacturing Director,Married,No,3,52,46-55,1,890,25,Very-far,Master's Degree,3,81,2,4,4,utterly unsatisfied,13826,19028,3,22,4,Low,3,0,31,30 Plus,3,9,8,0,0
No,Travel_Rarely,Sales,Marketing,STAFF-629,Male,Sales Executive,Divorced,No,2,37,36-45,1,342,16,Very-far,Master's Degree,4,66,2,2,3,Unsatisfied,6334,24558,4,19,3,High,4,2,9,0-10,3,1,0,0,0
No,Travel_Rarely,HR,Medical,STAFF-630,Male,Human Resources,Divorced,No,6,28,26-35,1,1169,8,Near-by,Associates Degree,2,63,2,1,4,utterly unsatisfied,4936,23965,1,13,3,High,4,1,6,0-10,3,5,1,0,4
No,Travel_Rarely,R&D,Life Sciences,STAFF-631,Male,Manufacturing Director,Married,No,2,22,18-25,1,1230,17,Very-far,Associates Degree,4,33,2,2,4,utterly unsatisfied,4775,19146,6,22,4,Low,1,2,4,0-10,1,2,2,2,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-632,Male,Laboratory Technician,Married,Yes,2,44,36-45,1,986,8,Near-by,Master's Degree,1,62,4,1,4,utterly unsatisfied,2818,5044,2,24,4,Low,3,1,10,0-10,2,3,2,0,2
No,Travel_Frequently,R&D,Medical,STAFF-633,Male,Research Scientist,Single,Yes,2,42,36-45,1,1271,24,Very-far,High School,2,35,3,1,4,utterly unsatisfied,2515,9068,5,14,3,High,4,0,8,0-10,3,2,1,2,2
No,Travel_Rarely,HR,Life Sciences,STAFF-634,Male,Human Resources,Married,No,3,36,36-45,1,1278,8,Near-by,Bachelor's Degree,1,77,2,1,1,Very Satisfied,2342,8635,0,21,4,Low,3,0,6,0-10,3,5,4,0,3
No,Travel_Rarely,Sales,Other,STAFF-635,Male,Sales Executive,Married,Yes,3,25,18-25,1,141,33,Very-far,High School,3,98,3,2,1,Very Satisfied,4194,14363,1,18,3,High,4,0,5,0-10,3,5,3,0,3
No,Travel_Rarely,R&D,Life Sciences,STAFF-636,Female,Manufacturing Director,Married,Yes,2,35,26-35,1,607,19,Very-far,Bachelor's Degree,4,66,2,3,3,Unsatisfied,10685,23457,1,20,4,Low,2,1,17,11.- 20,3,17,14,5,15
Yes,Travel_Frequently,R&D,Life Sciences,STAFF-637,Female,Research Scientist,Divorced,Yes,3,35,26-35,0,130,25,Very-far,Master's Degree,4,96,3,1,2,Satisfied,2022,16612,1,19,3,High,1,1,10,0-10,2,10,2,7,8
No,Non-Travel,R&D,Life Sciences,STAFF-638,Male,Laboratory Technician,Divorced,No,2,32,26-35,1,300,17,Very-far,Bachelor's Degree,4,61,3,1,4,utterly unsatisfied,2314,9148,0,12,3,High,2,1,4,0-10,3,3,0,0,2
No,Travel_Rarely,Sales,Marketing,STAFF-639,Male,Sales Executive,Married,No,1,25,18-25,1,583,4,Near-by,High School,3,87,2,2,1,Very Satisfied,4256,18154,1,12,3,High,1,0,5,0-10,4,5,2,0,3
No,Travel_Rarely,R&D,Technical Degree,STAFF-640,Female,Research Scientist,Married,No,2,49,46-55,1,1418,17,Very-far,Bachelor's Degree,3,36,3,1,1,Very Satisfied,3580,10554,2,16,3,High,2,1,7,0-10,3,4,2,0,2
No,Non-Travel,R&D,Life Sciences,STAFF-641,Male,Laboratory Technician,Married,No,2,24,18-25,1,1269,4,Near-by,High School,1,46,2,1,4,utterly unsatisfied,3162,10778,0,17,3,High,4,0,6,0-10,2,5,2,3,4
No,Travel_Frequently,Sales,Life Sciences,STAFF-642,Male,Sales Executive,Married,No,3,32,26-35,1,379,33,Very-far,Associates Degree,2,48,3,2,2,Satisfied,6524,8891,1,14,3,High,4,1,10,0-10,3,10,8,5,3
No,Travel_Rarely,Sales,Marketing,STAFF-643,Male,Sales Representative,Married,No,3,38,36-45,1,395,19,Very-far,Bachelor's Degree,2,98,2,1,2,Satisfied,2899,12102,0,19,3,High,4,1,3,0-10,3,2,2,1,2
No,Travel_Rarely,R&D,Life Sciences,STAFF-644,Female,Laboratory Technician,Married,Yes,1,42,36-45,1,1265,33,Very-far,Bachelor's Degree,3,95,4,2,4,utterly unsatisfied,5231,23726,2,13,3,High,2,1,17,11.- 20,2,5,3,1,3
No,Travel_Rarely,R&D,Life Sciences,STAFF-645,Male,Research Scientist,Married,Yes,2,31,26-35,1,1222,21,Very-far,Master's Degree,4,48,3,1,4,utterly unsatisfied,2356,14871,3,19,3,High,2,1,8,0-10,3,6,4,0,2
Yes,Travel_Rarely,Sales,Medical,STAFF-646,Female,Sales Representative,Divorced,Yes,3,29,26-35,0,341,17,Very-far,Bachelor's Degree,2,48,2,1,3,Unsatisfied,2800,23522,6,19,3,High,3,3,5,0-10,3,3,2,0,2
No,Travel_Rarely,Sales,Marketing,STAFF-647,Male,Sales Executive,Married,No,3,53,46-55,1,868,8,Near-by,Bachelor's Degree,1,73,3,4,4,utterly unsatisfied,11836,22789,5,14,3,High,3,1,28,21-30,3,2,0,2,2
No,Travel_Rarely,R&D,Technical Degree,STAFF-648,Male,Manufacturing Director,Married,No,2,35,26-35,1,672,25,Very-far,Bachelor's Degree,4,78,2,3,2,Satisfied,10903,9129,3,16,3,High,1,0,16,11.- 20,3,13,10,4,8
No,Travel_Frequently,Sales,Medical,STAFF-649,Female,Sales Representative,Married,No,3,37,36-45,1,1231,21,Very-far,Associates Degree,3,54,3,1,4,utterly unsatisfied,2973,21222,5,15,3,High,2,1,10,0-10,3,5,4,0,0
No,Travel_Rarely,R&D,Life Sciences,STAFF-650,Female,Research Director,Single,No,0,53,46-55,1,102,23,Very-far,Master's Degree,4,72,3,4,4,utterly unsatisfied,14275,20206,6,18,3,High,3,0,33,30 Plus,3,12,9,3,8
No,Travel_Frequently,R&D,Life Sciences,STAFF-651,Female,Healthcare Representative,Married,No,2,43,36-45,1,422,17,Very-far,Bachelor's Degree,4,33,3,2,4,utterly unsatisfied,5562,21782,4,13,3,High,2,1,12,11.- 20,2,5,2,2,2
No,Travel_Rarely,Sales,Marketing,STAFF-652,Female,Sales Executive,Married,Yes,2,47,46-55,1,249,24,Very-far,Associates Degree,3,35,3,2,4,utterly unsatisfied,4537,17783,0,22,4,Low,1,1,8,0-10,3,7,6,7,7
No,Non-Travel,Sales,Medical,STAFF-653,Male,Sales Executive,Single,Yes,2,37,36-45,1,1252,19,Very-far,Associates Degree,1,32,3,3,2,Satisfied,7642,4814,1,13,3,High,4,0,10,0-10,3,10,0,0,9
No,Non-Travel,R&D,Life Sciences,STAFF-654,Male,Manager,Divorced,No,3,50,46-55,1,881,24,Very-far,Master's Degree,1,98,3,4,1,Very Satisfied,17924,4544,1,11,3,High,4,1,31,30 Plus,3,31,6,14,7
No,Travel_Rarely,HR,Life Sciences,STAFF-655,Female,Human Resources,Married,No,2,39,36-45,1,1383,24,Very-far,Bachelor's Degree,4,42,2,2,4,utterly unsatisfied,5204,7790,8,11,3,High,3,2,13,11.- 20,3,5,4,0,4
No,Travel_Rarely,HR,Human Resources,STAFF-656,Male,Human Resources,Divorced,Yes,4,33,26-35,1,1075,33,Very-far,Associates Degree,4,57,3,1,2,Satisfied,2277,22650,3,11,3,High,3,1,7,0-10,4,4,3,0,3
